Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
30.8,13098311424,192448,68061.6,16064.0,1280,176934880,474134.5,cudaMemcpyAsync
12.3,5253749568,782440,6714.6,5312.0,1920,17304000,54596.6,cudaLaunchKernel
7.1,3006734880,1066,2820576.8,2974448.0,320,6572992,1243021.5,cuMemExportToShareableHandle
6.4,2732516032,7624,358409.8,211328.0,36768,133808352,2860656.3,cuMemSetAccess
6.0,2549156416,254412,10019.8,10304.0,2656,2169376,11622.2,cuLaunchKernelEx
5.8,2465686560,304,8110811.1,8960.0,6688,106024672,22129922.9,cudaEventSynchronize
4.5,1934341280,44,43962301.8,31759920.0,43456,97819360,32805318.1,cuMulticastBindMem
4.1,1731377216,8544,202642.5,123184.0,2016,118163584,2497862.6,cudaMalloc
3.9,1651865952,137004,12057.1,12032.0,3648,1897152,19513.1,cudaLaunchKernelExC
3.1,1327130752,7624,174072.8,78176.0,1920,131242944,2796172.6,cuMemMap
2.3,977833952,7028,139134.0,101920.0,704,198848384,2371531.5,cudaFree
2.2,948087712,6532,145145.1,80176.0,10912,65800800,1332952.8,cuMemCreate
1.8,759502208,440,1726141.4,102496.0,49984,106773376,11834974.5,cuKernelGetFunction
1.6,689554016,1094,630305.3,451024.0,38880,3915520,508161.9,cuMemImportFromShareableHandle
1.4,596243424,97011,6146.1,4288.0,1728,10508064,58397.2,cudaStreamSynchronize
1.3,566314144,217,2609742.6,6304.0,2528,141142304,19015292.9,cudaDeviceSynchronize
1.3,546380512,284,1923875.0,1065968.0,27904,17313600,2707165.9,cuLibraryLoadData
0.9,365547808,4052,90214.2,61120.0,25408,1275072,89040.2,cuMemUnmap
0.6,255997824,8088,31651.6,10464.0,64,1104256,64495.6,cuMemRelease
0.4,176702144,846764,208.7,160.0,32,18144,167.7,cuKernelGetName
0.4,171204800,186616,917.4,896.0,128,160992,864.4,cudaStreamIsCapturing
0.4,162527264,441176,368.4,288.0,64,17504,302.4,cuTensorMapEncodeTiled
0.2,93202496,37668,2474.3,2464.0,768,29152,809.1,cudaEventRecordWithFlags
0.2,88210912,44292,1991.6,1984.0,416,119168,1555.1,cudaStreamWaitEvent
0.1,51837024,7596,6824.3,4912.0,1280,4032832,46505.1,cuMemAddressReserve
0.1,45402528,440,103187.6,103232.0,18528,279584,25025.7,cuLibraryUnload
0.1,42108000,440,95700.0,92912.0,40896,205152,22009.4,cuLibraryLoadFromFile
0.1,40472992,532,76077.1,4352.0,2496,987968,148561.5,cudaStreamCreateWithPriority
0.1,37919328,5464,6939.8,6560.0,3520,60672,2694.8,cudaMemsetAsync
0.1,28086432,436,64418.4,54160.0,35744,542496,49867.9,cuModuleLoadData
0.0,19214464,128,150113.0,21808.0,416,7272416,894434.2,cuKernelSetAttribute
0.0,19196128,436,44027.8,8960.0,1952,1708512,157583.4,cudaHostAlloc
0.0,16894272,24,703928.0,234720.0,161408,2876224,791061.9,cudaIpcOpenMemHandle
0.0,16213024,57056,284.2,256.0,32,15392,229.4,cuKernelGetAttribute
0.0,13654272,38492,354.7,224.0,128,180736,2112.0,cudaThreadExchangeStreamCaptureMode
0.0,13376256,37776,354.1,224.0,128,10336,290.8,cudaGetDriverEntryPointByVersion
0.0,11498656,40,287466.4,61184.0,34656,3960256,817577.7,cudaMemPoolCreate
0.0,10520768,2574,4087.3,3200.0,1024,19456,2381.0,cudaEventQuery
0.0,8798176,40,219954.4,59152.0,12128,783328,301390.4,cuMulticastAddDevice
0.0,8570592,4032,2125.6,1920.0,576,20096,1279.6,cuMemAddressFree
0.0,8470944,96,88239.0,14944.0,3616,1069504,164791.4,cudaStreamCreateWithFlags
0.0,6585280,412,15983.7,13552.0,64,69184,9533.0,cudaMemcpy
0.0,4118464,4000,1029.6,864.0,192,17568,934.9,cuMemRetainAllocationHandle
0.0,4052256,352,11512.1,448.0,192,185408,32504.6,cudaKernelSetAttributeForDevice
0.0,3804352,1596,2383.7,2048.0,256,8352,1565.3,cudaEventCreateWithFlags
0.0,3798464,7552,503.0,160.0,64,223264,6991.0,cuMemGetAllocationGranularity
0.0,3475872,224,15517.3,14400.0,11808,54752,5811.5,cuLaunchKernel
0.0,2850176,15075,189.1,128.0,32,13120,254.6,cuGetProcAddress_v2
0.0,2068672,40,51716.8,53440.0,24672,83264,15045.4,cudaLibraryLoadData
0.0,1861728,764,2436.8,1344.0,512,14048,1958.0,cudaEventRecord
0.0,1856064,64,29001.0,18784.0,6880,209856,38242.2,cudaFreeHost
0.0,1665600,52,32030.8,34400.0,8832,68192,15628.8,cudaMemset
0.0,1473856,20,73692.8,56512.0,28352,377440,73843.2,cuMulticastUnbind
0.0,1332096,500,2664.2,1408.0,224,53440,4259.9,cuLibraryGetKernel
0.0,1004928,704,1427.5,1152.0,384,19040,904.9,cudaEventDestroy
0.0,865120,8,108140.0,100880.0,86496,146144,18950.3,cuModuleLoad
0.0,858784,12,71565.3,75040.0,55968,80992,8351.2,cudaMemGetInfo
0.0,828672,16,51792.0,49408.0,26944,122752,21971.2,cudaMemPoolDestroy
0.0,547904,32,17122.0,14448.0,8640,35392,7570.8,cudaStreamDestroy
0.0,500000,10,50000.0,50656.0,32288,68928,12725.4,cuMulticastCreate
0.0,499232,232,2151.9,1696.0,1120,14080,1492.3,cudaGetFuncBySymbol
0.0,464672,8,58084.0,51424.0,672,128704,61686.9,cuCtxSetCurrent
0.0,423232,232,1824.3,1728.0,1152,4000,452.6,cudaStreamGetCaptureInfo
0.0,363136,8,45392.0,48544.0,23232,68256,13181.9,cuMemGetHandleForAddressRange
0.0,334208,4,83552.0,83936.0,79328,87008,3359.9,cudaLibraryUnload
0.0,309120,440,702.5,736.0,256,1056,157.2,cuLibraryGetKernelCount
0.0,281856,440,640.6,672.0,192,960,154.9,cuLibraryEnumerateKernels
0.0,161504,58,2784.6,2784.0,384,6048,1353.0,cuInit
0.0,123392,4,30848.0,28320.0,24448,42304,7992.4,cuCtxSynchronize
0.0,115296,176,655.1,384.0,288,9824,839.0,cudaLibraryGetKernel
0.0,76192,128,595.3,544.0,64,2080,416.6,cudaGetDeviceProperties
0.0,67520,120,562.7,384.0,320,4640,629.2,cudaOccupancyMaxActiveClusters
0.0,57440,40,1436.0,1424.0,672,2784,440.9,cudaMemPoolSetAttribute
0.0,36608,33,1109.3,288.0,96,7616,2129.5,cuModuleGetLoadingMode
0.0,34304,4,8576.0,8688.0,5728,11200,2244.1,cudaOccupancyAvailableDynamicSMemPerBlock
0.0,27264,148,184.2,160.0,64,512,92.7,cuGetProcAddress
0.0,21536,4,5384.0,5392.0,4512,6240,952.6,cuCtxSetFlags
0.0,16960,33,513.9,384.0,192,1408,344.2,cuMulticastGetGranularity
